dep,date2,golos
Радіна А.О.,2022-01-30,109
Радіна А.О.,2022-02-06,27
Радіна А.О.,2022-02-20,55
Радіна А.О.,2022-02-27,25
Радіна А.О.,2022-04-24,78
Радіна А.О.,2022-05-08,90
Радіна А.О.,2022-05-15,45
Радіна А.О.,2022-05-22,30
Радіна А.О.,2022-06-05,53
Радіна А.О.,2022-06-19,6
Радіна А.О.,2022-06-26,67
Радіна А.О.,2022-07-03,46
Радіна А.О.,2022-07-10,100
Радіна А.О.,2022-07-24,90
Радіна А.О.,2022-07-31,212
Радіна А.О.,2022-08-21,129
Радіна А.О.,2022-09-04,47
Радіна А.О.,2022-09-11,71
Радіна А.О.,2022-09-25,124
Радіна А.О.,2022-10-09,186
Радіна А.О.,2022-10-23,77
Радіна А.О.,2022-11-06,86
Радіна А.О.,2022-11-20,90
Радіна А.О.,2022-12-04,89
Радіна А.О.,2022-12-18,0
Радіна А.О.,2023-01-15,0
Радіна А.О.,2023-02-12,69
Разумков Д.О.,2020-12-20,196
Разумков Д.О.,2021-01-31,217
Разумков Д.О.,2021-02-07,149
Разумков Д.О.,2021-02-21,180
Разумков Д.О.,2021-02-28,4
Разумков Д.О.,2021-03-07,132
Разумков Д.О.,2021-03-21,402
Разумков Д.О.,2021-04-04,52
Разумков Д.О.,2021-04-18,554
Разумков Д.О.,2021-05-02,376
Разумков Д.О.,2021-05-23,230
Разумков Д.О.,2021-06-06,238
Разумков Д.О.,2021-06-20,392
Разумков Д.О.,2021-07-04,353
Разумков Д.О.,2021-07-18,425
Разумков Д.О.,2021-07-25,0
Разумков Д.О.,2021-08-29,4
Разумков Д.О.,2021-09-12,163
Разумков Д.О.,2021-09-26,0
Разумков Д.О.,2021-10-10,15
Разумков Д.О.,2021-10-24,378
Разумков Д.О.,2021-11-07,350
Разумков Д.О.,2021-11-21,125
Разумков Д.О.,2021-12-05,314
Разумков Д.О.,2021-12-19,174
Разумков Д.О.,2022-01-30,102
Разумков Д.О.,2022-02-06,25
Разумков Д.О.,2022-02-20,136
Разумков Д.О.,2022-02-27,32
Разумков Д.О.,2022-04-24,70
Разумков Д.О.,2022-05-08,79
Разумков Д.О.,2022-05-15,44
Разумков Д.О.,2022-05-22,30
Разумков Д.О.,2022-06-05,49
Разумков Д.О.,2022-06-19,36
Разумков Д.О.,2022-06-26,54
Разумков Д.О.,2022-07-03,45
Разумков Д.О.,2022-07-10,99
Разумков Д.О.,2022-07-24,88
Разумков Д.О.,2022-07-31,207
Разумков Д.О.,2022-08-21,138
Разумков Д.О.,2022-09-04,50
Разумков Д.О.,2022-09-11,69
Разумков Д.О.,2022-09-25,126
Разумков Д.О.,2022-10-09,173
Разумков Д.О.,2022-10-23,53
Разумков Д.О.,2022-11-06,104
Разумков Д.О.,2022-11-20,99
Разумков Д.О.,2022-12-04,86
Разумков Д.О.,2022-12-18,74
Разумков Д.О.,2023-01-15,136
Разумков Д.О.,2023-02-12,90
Рахманін С.І.,2020-12-20,196
Рахманін С.І.,2021-01-31,216
Рахманін С.І.,2021-02-07,176
Рахманін С.І.,2021-02-21,178
Рахманін С.І.,2021-02-28,0
Рахманін С.І.,2021-03-07,153
Рахманін С.І.,2021-03-21,400
Рахманін С.І.,2021-04-04,51
Рахманін С.І.,2021-04-18,482
Рахманін С.І.,2021-05-02,209
Рахманін С.І.,2021-05-23,272
Рахманін С.І.,2021-06-06,238
Рахманін С.І.,2021-06-20,392
Рахманін С.І.,2021-07-04,310
Рахманін С.І.,2021-07-18,371
Рахманін С.І.,2021-07-25,0
Рахманін С.І.,2021-08-29,0
Рахманін С.І.,2021-09-12,162
Рахманін С.І.,2021-09-26,148
Рахманін С.І.,2021-10-10,108
Рахманін С.І.,2021-10-24,181
Рахманін С.І.,2021-11-07,351
Рахманін С.І.,2021-11-21,162
Рахманін С.І.,2021-12-05,333
Рахманін С.І.,2021-12-19,218
Рахманін С.І.,2022-01-30,105
Рахманін С.І.,2022-02-06,27
Рахманін С.І.,2022-02-20,154
Рахманін С.І.,2022-02-27,33
Рахманін С.І.,2022-04-24,78
Рахманін С.І.,2022-05-08,90
Рахманін С.І.,2022-05-15,45
Рахманін С.І.,2022-05-22,30
Рахманін С.І.,2022-06-05,53
Рахманін С.І.,2022-06-19,38
Рахманін С.І.,2022-06-26,71
Рахманін С.І.,2022-07-03,46
Рахманін С.І.,2022-07-10,100
Рахманін С.І.,2022-07-24,93
Рахманін С.І.,2022-07-31,212
Рахманін С.І.,2022-08-21,89
Рахманін С.І.,2022-09-04,51
Рахманін С.І.,2022-09-11,70
Рахманін С.І.,2022-09-25,129
Рахманін С.І.,2022-10-09,199
Рахманін С.І.,2022-10-23,77
Рахманін С.І.,2022-11-06,98
Рахманін С.І.,2022-11-20,100
Рахманін С.І.,2022-12-04,97
Рахманін С.І.,2022-12-18,80
Рахманін С.І.,2023-01-15,160
Рахманін С.І.,2023-02-12,155
Рубльов В.В.,2020-12-20,164
Рубльов В.В.,2021-01-31,181
Рубльов В.В.,2021-02-07,137
Рубльов В.В.,2021-02-21,70
Рубльов В.В.,2021-02-28,0
Рубльов В.В.,2021-03-07,128
Рубльов В.В.,2021-03-21,367
Рубльов В.В.,2021-04-04,51
Рубльов В.В.,2021-04-18,477
Рубльов В.В.,2021-05-02,287
Рубльов В.В.,2021-05-23,219
Рубльов В.В.,2021-06-06,131
Рубльов В.В.,2021-06-20,350
Рубльов В.В.,2021-07-04,33
Рубльов В.В.,2021-07-18,340
Рубльов В.В.,2021-07-25,1
Рубльов В.В.,2021-08-29,4
Рубльов В.В.,2021-09-12,102
Рубльов В.В.,2021-09-26,145
Рубльов В.В.,2021-10-10,97
Рубльов В.В.,2021-10-24,174
Рубльов В.В.,2021-11-07,238
Рубльов В.В.,2021-11-21,150
Рубльов В.В.,2021-12-05,205
Рубльов В.В.,2021-12-19,174
Рубльов В.В.,2022-01-30,82
Рубльов В.В.,2022-02-06,21
Рубльов В.В.,2022-02-20,125
Рубльов В.В.,2022-02-27,33
Рубльов В.В.,2022-04-24,78
Рубльов В.В.,2022-05-08,90
Рубльов В.В.,2022-05-15,41
Рубльов В.В.,2022-05-22,30
Рубльов В.В.,2022-06-05,40
Рубльов В.В.,2022-06-19,8
Рубльов В.В.,2022-06-26,2
Рубльов В.В.,2022-07-03,46
Рубльов В.В.,2022-07-10,76
Рубльов В.В.,2022-07-24,80
Рубльов В.В.,2022-07-31,138
Рубльов В.В.,2022-08-21,137
Рубльов В.В.,2022-09-04,47
Рубльов В.В.,2022-09-11,57
Рубльов В.В.,2022-09-25,19
Рубльов В.В.,2022-10-09,0
Рубльов В.В.,2022-10-23,59
Рубльов В.В.,2022-11-06,93
Рубльов В.В.,2022-11-20,12
Рубльов В.В.,2022-12-04,64
Рубльов В.В.,2022-12-18,86
Рубльов В.В.,2023-01-15,95
Рубльов В.В.,2023-02-12,84
Руденко О.С.,2020-12-20,193
Руденко О.С.,2021-01-31,213
Руденко О.С.,2021-02-07,174
Руденко О.С.,2021-02-21,176
Руденко О.С.,2021-02-28,4
Руденко О.С.,2021-03-07,152
Руденко О.С.,2021-03-21,397
Руденко О.С.,2021-04-04,52
Руденко О.С.,2021-04-18,533
Руденко О.С.,2021-05-02,343
Руденко О.С.,2021-05-23,260
Руденко О.С.,2021-06-06,70
Руденко О.С.,2021-06-20,380
Руденко О.С.,2021-07-04,348
Руденко О.С.,2021-07-18,411
Руденко О.С.,2021-07-25,0
Руденко О.С.,2021-08-29,2
Руденко О.С.,2021-09-12,54
Руденко О.С.,2021-09-26,145
Руденко О.С.,2021-10-10,89
Руденко О.С.,2021-10-24,0
Руденко О.С.,2021-11-07,198
Руденко О.С.,2021-11-21,58
Руденко О.С.,2021-12-05,321
Руденко О.С.,2021-12-19,202
Руденко О.С.,2022-01-30,112
Руденко О.С.,2022-02-06,27
Руденко О.С.,2022-02-20,151
Руденко О.С.,2022-02-27,31
Руденко О.С.,2022-04-24,77
Руденко О.С.,2022-05-08,85
Руденко О.С.,2022-05-15,45
Руденко О.С.,2022-05-22,30
Руденко О.С.,2022-06-05,53
Руденко О.С.,2022-06-19,38
Руденко О.С.,2022-06-26,71
Руденко О.С.,2022-07-03,46
Руденко О.С.,2022-07-10,100
Руденко О.С.,2022-07-24,94
Руденко О.С.,2022-07-31,212
Руденко О.С.,2022-08-21,138
Руденко О.С.,2022-09-04,50
Руденко О.С.,2022-09-11,73
Руденко О.С.,2022-09-25,129
Руденко О.С.,2022-10-09,199
Руденко О.С.,2022-10-23,77
Руденко О.С.,2022-11-06,105
Руденко О.С.,2022-11-20,100
Руденко О.С.,2022-12-04,98
Руденко О.С.,2022-12-18,86
Руденко О.С.,2023-01-15,159
Руденко О.С.,2023-02-12,126
Рудик К.О.,2020-12-20,123
Рудик К.О.,2021-01-31,17
Рудик К.О.,2021-02-07,23
Рудик К.О.,2021-02-21,9
Рудик К.О.,2021-02-28,0
Рудик К.О.,2021-03-07,125
Рудик К.О.,2021-03-21,124
Рудик К.О.,2021-04-04,0
Рудик К.О.,2021-04-18,88
Рудик К.О.,2021-05-02,102
Рудик К.О.,2021-05-23,268
Рудик К.О.,2021-06-06,213
Рудик К.О.,2021-06-20,286
Рудик К.О.,2021-07-04,273
Рудик К.О.,2021-07-18,355
Рудик К.О.,2021-07-25,0
Рудик К.О.,2021-08-29,2
Рудик К.О.,2021-09-12,129
Рудик К.О.,2021-09-26,102
Рудик К.О.,2021-10-10,49
Рудик К.О.,2021-10-24,349
Рудик К.О.,2021-11-07,199
Рудик К.О.,2021-11-21,118
Рудик К.О.,2021-12-05,213
Рудик К.О.,2021-12-19,174
Рудик К.О.,2022-01-30,112
Рудик К.О.,2022-02-06,27
Рудик К.О.,2022-02-20,147
Рудик К.О.,2022-02-27,31
Рудик К.О.,2022-04-24,78
Рудик К.О.,2022-05-08,90
Рудик К.О.,2022-05-15,45
Рудик К.О.,2022-05-22,0
Рудик К.О.,2022-06-05,0
Рудик К.О.,2022-06-19,38
Рудик К.О.,2022-06-26,71
Рудик К.О.,2022-07-03,46
Рудик К.О.,2022-07-10,100
Рудик К.О.,2022-07-24,18
Рудик К.О.,2022-07-31,0
Рудик К.О.,2022-08-21,0
Рудик К.О.,2022-09-04,19
Рудик К.О.,2022-09-11,0
Рудик К.О.,2022-09-25,0
Рудик К.О.,2022-10-09,0
Рудик К.О.,2022-10-23,32
Рудик К.О.,2022-11-06,0
Рудик К.О.,2022-11-20,0
Рудик К.О.,2022-12-04,32
Рудик К.О.,2022-12-18,30
Рудик К.О.,2023-01-15,104
Рудик К.О.,2023-02-12,70
Рудик С.Я.,2020-12-20,153
Рудик С.Я.,2021-01-31,116
Рудик С.Я.,2021-02-07,171
Рудик С.Я.,2021-02-21,163
Рудик С.Я.,2021-02-28,3
Рудик С.Я.,2021-03-07,102
Рудик С.Я.,2021-03-21,353
Рудик С.Я.,2021-04-04,0
Рудик С.Я.,2021-04-18,492
Рудик С.Я.,2021-05-02,346
Рудик С.Я.,2021-05-23,120
Рудик С.Я.,2021-06-06,178
Рудик С.Я.,2021-06-20,347
Рудик С.Я.,2021-07-04,298
Рудик С.Я.,2021-07-18,316
Рудик С.Я.,2021-07-25,9
Рудик С.Я.,2021-08-29,2
Рудик С.Я.,2021-09-12,139
Рудик С.Я.,2021-09-26,133
Рудик С.Я.,2021-10-10,88
Рудик С.Я.,2021-10-24,266
Рудик С.Я.,2021-11-07,284
Рудик С.Я.,2021-11-21,107
Рудик С.Я.,2021-12-05,20
Рудик С.Я.,2021-12-19,194
Рудик С.Я.,2022-01-30,112
Рудик С.Я.,2022-02-06,27
Рудик С.Я.,2022-02-20,145
Рудик С.Я.,2022-02-27,31
Рудик С.Я.,2022-04-24,78
Рудик С.Я.,2022-05-08,90
Рудик С.Я.,2022-05-15,45
Рудик С.Я.,2022-05-22,30
Рудик С.Я.,2022-06-05,53
Рудик С.Я.,2022-06-19,38
Рудик С.Я.,2022-06-26,71
Рудик С.Я.,2022-07-03,46
Рудик С.Я.,2022-07-10,100
Рудик С.Я.,2022-07-24,94
Рудик С.Я.,2022-07-31,212
Рудик С.Я.,2022-08-21,138
Рудик С.Я.,2022-09-04,0
Рудик С.Я.,2022-09-11,0
Рудик С.Я.,2022-09-25,0
Рудик С.Я.,2022-10-09,0
Рудик С.Я.,2022-10-23,0
Рудик С.Я.,2022-11-06,0
Рудик С.Я.,2022-11-20,0
Рудик С.Я.,2022-12-04,0
Рудик С.Я.,2022-12-18,0
Рудик С.Я.,2023-01-15,0
Рудик С.Я.,2023-02-12,0
Рущишин Я.І.,2020-12-20,196
Рущишин Я.І.,2021-01-31,217
Рущишин Я.І.,2021-02-07,161
Рущишин Я.І.,2021-02-21,180
Рущишин Я.І.,2021-02-28,0
Рущишин Я.І.,2021-03-07,153
Рущишин Я.І.,2021-03-21,379
Рущишин Я.І.,2021-04-04,43
Рущишин Я.І.,2021-04-18,0
Рущишин Я.І.,2021-05-02,368
Рущишин Я.І.,2021-05-23,271
Рущишин Я.І.,2021-06-06,238
Рущишин Я.І.,2021-06-20,391
Рущишин Я.І.,2021-07-04,353
Рущишин Я.І.,2021-07-18,421
Рущишин Я.І.,2021-07-25,0
Рущишин Я.І.,2021-08-29,4
Рущишин Я.І.,2021-09-12,109
Рущишин Я.І.,2021-09-26,162
Рущишин Я.І.,2021-10-10,11
Рущишин Я.І.,2021-10-24,452
Рущишин Я.І.,2021-11-07,377
Рущишин Я.І.,2021-11-21,163
Рущишин Я.І.,2021-12-05,0
Рущишин Я.І.,2021-12-19,217
Рущишин Я.І.,2022-01-30,117
Рущишин Я.І.,2022-02-06,27
Рущишин Я.І.,2022-02-20,154
Рущишин Я.І.,2022-02-27,33
Рущишин Я.І.,2022-04-24,78
Рущишин Я.І.,2022-05-08,90
Рущишин Я.І.,2022-05-15,45
Рущишин Я.І.,2022-05-22,30
Рущишин Я.І.,2022-06-05,53
Рущишин Я.І.,2022-06-19,38
Рущишин Я.І.,2022-06-26,71
Рущишин Я.І.,2022-07-03,46
Рущишин Я.І.,2022-07-10,100
Рущишин Я.І.,2022-07-24,93
Рущишин Я.І.,2022-07-31,51
Рущишин Я.І.,2022-08-21,99
Рущишин Я.І.,2022-09-04,51
Рущишин Я.І.,2022-09-11,74
Рущишин Я.І.,2022-09-25,129
Рущишин Я.І.,2022-10-09,199
Рущишин Я.І.,2022-10-23,77
Рущишин Я.І.,2022-11-06,105
Рущишин Я.І.,2022-11-20,100
Рущишин Я.І.,2022-12-04,98
Рущишин Я.І.,2022-12-18,86
Рущишин Я.І.,2023-01-15,160
Рущишин Я.І.,2023-02-12,156
Рябуха Т.В.,2020-12-20,194
Рябуха Т.В.,2021-01-31,216
Рябуха Т.В.,2021-02-07,175
Рябуха Т.В.,2021-02-21,178
Рябуха Т.В.,2021-02-28,4
Рябуха Т.В.,2021-03-07,153
Рябуха Т.В.,2021-03-21,398
Рябуха Т.В.,2021-04-04,51
Рябуха Т.В.,2021-04-18,549
Рябуха Т.В.,2021-05-02,369
Рябуха Т.В.,2021-05-23,265
Рябуха Т.В.,2021-06-06,233
Рябуха Т.В.,2021-06-20,387
Рябуха Т.В.,2021-07-04,346
Рябуха Т.В.,2021-07-18,422
Рябуха Т.В.,2021-07-25,0
Рябуха Т.В.,2021-08-29,4
Рябуха Т.В.,2021-09-12,159
Рябуха Т.В.,2021-09-26,146
Рєпіна Е.А.,2020-12-20,193
Рєпіна Е.А.,2021-01-31,215
Рєпіна Е.А.,2021-02-07,175
Рєпіна Е.А.,2021-02-21,179
Рєпіна Е.А.,2021-02-28,4
Рєпіна Е.А.,2021-03-07,152
Рєпіна Е.А.,2021-03-21,394
Рєпіна Е.А.,2021-04-04,52
Рєпіна Е.А.,2021-04-18,546
Рєпіна Е.А.,2021-05-02,362
Рєпіна Е.А.,2021-05-23,252
Рєпіна Е.А.,2021-06-06,234
Рєпіна Е.А.,2021-06-20,387
Рєпіна Е.А.,2021-07-04,334
Рєпіна Е.А.,2021-07-18,419
Рєпіна Е.А.,2021-07-25,9
Рєпіна Е.А.,2021-08-29,4
Рєпіна Е.А.,2021-09-12,159
Рєпіна Е.А.,2021-09-26,146
Рєпіна Е.А.,2021-10-10,112
Рєпіна Е.А.,2021-10-24,448
Рєпіна Е.А.,2021-11-07,377
Рєпіна Е.А.,2021-11-21,164
Рєпіна Е.А.,2021-12-05,332
Рєпіна Е.А.,2021-12-19,198
Рєпіна Е.А.,2022-01-30,116
Рєпіна Е.А.,2022-02-06,27
Рєпіна Е.А.,2022-02-20,152
Рєпіна Е.А.,2022-02-27,29
Рєпіна Е.А.,2022-04-24,78
Рєпіна Е.А.,2022-05-08,90
Рєпіна Е.А.,2022-05-15,45
Рєпіна Е.А.,2022-05-22,30
Рєпіна Е.А.,2022-06-05,53
Рєпіна Е.А.,2022-06-19,38
Рєпіна Е.А.,2022-06-26,71
Рєпіна Е.А.,2022-07-03,46
Рєпіна Е.А.,2022-07-10,100
Рєпіна Е.А.,2022-07-24,94
Рєпіна Е.А.,2022-07-31,212
Рєпіна Е.А.,2022-08-21,138
Рєпіна Е.А.,2022-09-04,51
Рєпіна Е.А.,2022-09-11,74
Рєпіна Е.А.,2022-09-25,94
Рєпіна Е.А.,2022-10-09,198
Рєпіна Е.А.,2022-10-23,77
Рєпіна Е.А.,2022-11-06,105
Рєпіна Е.А.,2022-11-20,100
Рєпіна Е.А.,2022-12-04,98
Рєпіна Е.А.,2022-12-18,86
Рєпіна Е.А.,2023-01-15,0
Рєпіна Е.А.,2023-02-12,129
Саврасов М.В.,2020-12-20,194
Саврасов М.В.,2021-01-31,215
Саврасов М.В.,2021-02-07,174
Саврасов М.В.,2021-02-21,176
Саврасов М.В.,2021-02-28,3
Саврасов М.В.,2021-03-07,150
Саврасов М.В.,2021-03-21,398
Саврасов М.В.,2021-04-04,51
Саврасов М.В.,2021-04-18,544
Саврасов М.В.,2021-05-02,362
Саврасов М.В.,2021-05-23,269
Саврасов М.В.,2021-06-06,234
Саврасов М.В.,2021-06-20,379
Саврасов М.В.,2021-07-04,342
Саврасов М.В.,2021-07-18,413
Саврасов М.В.,2021-07-25,9
Саврасов М.В.,2021-08-29,3
Саврасов М.В.,2021-09-12,160
Саврасов М.В.,2021-09-26,157
Саврасов М.В.,2021-10-10,108
Саврасов М.В.,2021-10-24,450
Саврасов М.В.,2021-11-07,372
Саврасов М.В.,2021-11-21,162
Саврасов М.В.,2021-12-05,331
Саврасов М.В.,2021-12-19,213
Саврасов М.В.,2022-01-30,114
Саврасов М.В.,2022-02-06,27
Саврасов М.В.,2022-02-20,151
Саврасов М.В.,2022-02-27,31
Саврасов М.В.,2022-04-24,77
Саврасов М.В.,2022-05-08,90
Саврасов М.В.,2022-05-15,45
Саврасов М.В.,2022-05-22,30
Саврасов М.В.,2022-06-05,53
Саврасов М.В.,2022-06-19,38
Саврасов М.В.,2022-06-26,71
Саврасов М.В.,2022-07-03,45
Саврасов М.В.,2022-07-10,100
Саврасов М.В.,2022-07-24,92
Саврасов М.В.,2022-07-31,212
Саврасов М.В.,2022-08-21,127
Саврасов М.В.,2022-09-04,51
Саврасов М.В.,2022-09-11,74
Саврасов М.В.,2022-09-25,129
Саврасов М.В.,2022-10-09,197
Саврасов М.В.,2022-10-23,77
Саврасов М.В.,2022-11-06,104
Саврасов М.В.,2022-11-20,100
Саврасов М.В.,2022-12-04,96
Саврасов М.В.,2022-12-18,85
Саврасов М.В.,2023-01-15,154
Саврасов М.В.,2023-02-12,155
Савченко О.С.,2020-12-20,192
Савченко О.С.,2021-01-31,179
Савченко О.С.,2021-02-07,77
Савченко О.С.,2021-02-21,175
Савченко О.С.,2021-02-28,4
Савченко О.С.,2021-03-07,130
Савченко О.С.,2021-03-21,237
Савченко О.С.,2021-04-04,49
Савченко О.С.,2021-04-18,158
Савченко О.С.,2021-05-02,142
Савченко О.С.,2021-05-23,240
Савченко О.С.,2021-06-06,225
Савченко О.С.,2021-06-20,151
Савченко О.С.,2021-07-04,312
Савченко О.С.,2021-07-18,404
Савченко О.С.,2021-07-25,0
Савченко О.С.,2021-08-29,2
Савченко О.С.,2021-09-12,131
Савченко О.С.,2021-09-26,94
Савченко О.С.,2021-10-10,30
Савченко О.С.,2021-10-24,153
Савченко О.С.,2021-11-07,108
Савченко О.С.,2021-11-21,0
Савченко О.С.,2021-12-05,287
Савченко О.С.,2021-12-19,95
Савченко О.С.,2022-01-30,0
Савченко О.С.,2022-02-06,6
Савченко О.С.,2022-02-20,125
Савченко О.С.,2022-02-27,25
Савченко О.С.,2022-04-24,77
Савченко О.С.,2022-05-08,90
Савченко О.С.,2022-05-15,45
Савченко О.С.,2022-05-22,30
Савченко О.С.,2022-06-05,53
Савченко О.С.,2022-06-19,19
Савченко О.С.,2022-06-26,70
Савченко О.С.,2022-07-03,46
Савченко О.С.,2022-07-10,100
Савченко О.С.,2022-07-24,94
Савченко О.С.,2022-07-31,212
Савченко О.С.,2022-08-21,137
Савченко О.С.,2022-09-04,51
Савченко О.С.,2022-09-11,72
Савченко О.С.,2022-09-25,2
Савченко О.С.,2022-10-09,194
Савченко О.С.,2022-10-23,77
Савченко О.С.,2022-11-06,103
Савченко О.С.,2022-11-20,100
Савченко О.С.,2022-12-04,94
Савченко О.С.,2022-12-18,86
Савченко О.С.,2023-01-15,70
Савченко О.С.,2023-02-12,155
Савчук О.В.,2020-12-20,187
Савчук О.В.,2021-01-31,215
Савчук О.В.,2021-02-07,175
Савчук О.В.,2021-02-21,179
Савчук О.В.,2021-02-28,4
Савчук О.В.,2021-03-07,106
Савчук О.В.,2021-03-21,402
Савчук О.В.,2021-04-04,45
Савчук О.В.,2021-04-18,531
Савчук О.В.,2021-05-02,216
Савчук О.В.,2021-05-23,252
Савчук О.В.,2021-06-06,237
Савчук О.В.,2021-06-20,334
Савчук О.В.,2021-07-04,324
Савчук О.В.,2021-07-18,419
Савчук О.В.,2021-07-25,0
Савчук О.В.,2021-08-29,2
Савчук О.В.,2021-09-12,136
Савчук О.В.,2021-09-26,0
Савчук О.В.,2021-10-10,106
Савчук О.В.,2021-10-24,312
Савчук О.В.,2021-11-07,348
Савчук О.В.,2021-11-21,154
Савчук О.В.,2021-12-05,329
Савчук О.В.,2021-12-19,202
Савчук О.В.,2022-01-30,0
Савчук О.В.,2022-02-06,27
Савчук О.В.,2022-02-20,141
Савчук О.В.,2022-02-27,33
Савчук О.В.,2022-04-24,78
Савчук О.В.,2022-05-08,90
Савчук О.В.,2022-05-15,45
Савчук О.В.,2022-05-22,30
Савчук О.В.,2022-06-05,53
Савчук О.В.,2022-06-19,38
Савчук О.В.,2022-06-26,71
Савчук О.В.,2022-07-03,46
Савчук О.В.,2022-07-10,32
Савчук О.В.,2022-07-24,0
Савчук О.В.,2022-07-31,195
Савчук О.В.,2022-08-21,138
Савчук О.В.,2022-09-04,51
Савчук О.В.,2022-09-11,70
Савчук О.В.,2022-09-25,69
Савчук О.В.,2022-10-09,195
Савчук О.В.,2022-10-23,77
Савчук О.В.,2022-11-06,105
Савчук О.В.,2022-11-20,100
Савчук О.В.,2022-12-04,98
Савчук О.В.,2022-12-18,85
Савчук О.В.,2023-01-15,160
Савчук О.В.,2023-02-12,154
Саладуха О.В.,2020-12-20,194
Саладуха О.В.,2021-01-31,214
Саладуха О.В.,2021-02-07,173
Саладуха О.В.,2021-02-21,180
Саладуха О.В.,2021-02-28,4
Саладуха О.В.,2021-03-07,152
Саладуха О.В.,2021-03-21,394
Саладуха О.В.,2021-04-04,51
Саладуха О.В.,2021-04-18,0
Саладуха О.В.,2021-05-02,371
Саладуха О.В.,2021-05-23,232
Саладуха О.В.,2021-06-06,234
Саладуха О.В.,2021-06-20,386
Саладуха О.В.,2021-07-04,244
Саладуха О.В.,2021-07-18,0
Саладуха О.В.,2021-07-25,0
Саладуха О.В.,2021-08-29,4
Саладуха О.В.,2021-09-12,160
Саладуха О.В.,2021-09-26,146
Саладуха О.В.,2021-10-10,99
Саладуха О.В.,2021-10-24,429
Саладуха О.В.,2021-11-07,368
Саладуха О.В.,2021-11-21,115
Саладуха О.В.,2021-12-05,315
Саладуха О.В.,2021-12-19,216
Саладуха О.В.,2022-01-30,118
Саладуха О.В.,2022-02-06,27
Саладуха О.В.,2022-02-20,145
Саладуха О.В.,2022-02-27,34
Саладуха О.В.,2022-04-24,78
Саладуха О.В.,2022-05-08,90
Саладуха О.В.,2022-05-15,38
Саладуха О.В.,2022-05-22,30
Саладуха О.В.,2022-06-05,53
Саладуха О.В.,2022-06-19,38
Саладуха О.В.,2022-06-26,71
Саладуха О.В.,2022-07-03,46
Саладуха О.В.,2022-07-10,100
Саладуха О.В.,2022-07-24,94
Саладуха О.В.,2022-07-31,157
Саладуха О.В.,2022-08-21,138
Саладуха О.В.,2022-09-04,51
Саладуха О.В.,2022-09-11,72
Саладуха О.В.,2022-09-25,0
Саладуха О.В.,2022-10-09,195
Саладуха О.В.,2022-10-23,45
Саладуха О.В.,2022-11-06,0
Саладуха О.В.,2022-11-20,96
Саладуха О.В.,2022-12-04,96
Саладуха О.В.,2022-12-18,68
Саладуха О.В.,2023-01-15,126
Саладуха О.В.,2023-02-12,98
Саламаха О.І.,2020-12-20,196
Саламаха О.І.,2021-01-31,204
Саламаха О.І.,2021-02-07,172
Саламаха О.І.,2021-02-21,180
Саламаха О.І.,2021-02-28,4
Саламаха О.І.,2021-03-07,154
Саламаха О.І.,2021-03-21,400
Саламаха О.І.,2021-04-04,51
Саламаха О.І.,2021-04-18,545
Саламаха О.І.,2021-05-02,333
Саламаха О.І.,2021-05-23,272
Саламаха О.І.,2021-06-06,234
Саламаха О.І.,2021-06-20,352
Саламаха О.І.,2021-07-04,344
Саламаха О.І.,2021-07-18,123
Саламаха О.І.,2021-07-25,0
Саламаха О.І.,2021-08-29,4
Саламаха О.І.,2021-09-12,144
Саламаха О.І.,2021-09-26,105
Саламаха О.І.,2021-10-10,108
Саламаха О.І.,2021-10-24,438
Саламаха О.І.,2021-11-07,229
Саламаха О.І.,2021-11-21,161
Саламаха О.І.,2021-12-05,329
Саламаха О.І.,2021-12-19,218
Саламаха О.І.,2022-01-30,117
Саламаха О.І.,2022-02-06,0
Саламаха О.І.,2022-02-20,146
Саламаха О.І.,2022-02-27,32
Саламаха О.І.,2022-04-24,78
Саламаха О.І.,2022-05-08,90
Саламаха О.І.,2022-05-15,45
Саламаха О.І.,2022-05-22,30
Саламаха О.І.,2022-06-05,53
Саламаха О.І.,2022-06-19,38
Саламаха О.І.,2022-06-26,3
Саламаха О.І.,2022-07-03,46
Саламаха О.І.,2022-07-10,100
Саламаха О.І.,2022-07-24,90
Саламаха О.І.,2022-07-31,0
Саламаха О.І.,2022-08-21,0
Саламаха О.І.,2022-09-04,51
Саламаха О.І.,2022-09-11,72
Саламаха О.І.,2022-09-25,0
Саламаха О.І.,2022-10-09,197
Саламаха О.І.,2022-10-23,45
Саламаха О.І.,2022-11-06,105
Саламаха О.І.,2022-11-20,99
Саламаха О.І.,2022-12-04,94
Саламаха О.І.,2022-12-18,86
Саламаха О.І.,2023-01-15,85
Саламаха О.І.,2023-02-12,156
Салійчук О.В.,2020-12-20,178
Салійчук О.В.,2021-01-31,217
Салійчук О.В.,2021-02-07,177
Салійчук О.В.,2021-02-21,179
Салійчук О.В.,2021-02-28,4
Салійчук О.В.,2021-03-07,155
Салійчук О.В.,2021-03-21,401
Салійчук О.В.,2021-04-04,52
Салійчук О.В.,2021-04-18,552
Салійчук О.В.,2021-05-02,249
Салійчук О.В.,2021-05-23,272
Салійчук О.В.,2021-06-06,238
Салійчук О.В.,2021-06-20,390
Салійчук О.В.,2021-07-04,352
Салійчук О.В.,2021-07-18,423
Салійчук О.В.,2021-07-25,0
Салійчук О.В.,2021-08-29,4
